,0
3431,I played this before was really that involved in any video game communities so don know why it so divisive really liked it thought it was great story and cool walking sim n n Disclaimer These are my brief thoughts based on my memory of playing this 7 years ago 
3432,A walking simulator with an uninteresting story about grief with questionable writing and voice acting Fire watch teases supernatural horror elements but doesn actually have any is just game where you move forward and some guy whines about how sad he is 
3433,It has such great atmosphere and then just totally flops at the end maybe that what they were going for but it didn do much for me 
3434,yo los esquizopapus cuando
3435,Walking simulator nothing special but really enjoyed it
3436,This game is that simple kind of genius that leaves you hungry for more the fact that we have not gotten single game that captures this game feeling since then is eating my stomach from the inside out 
3437,Structural issues and awkward world design mixed with solid gameplay also dont remember single boss 
3438,la canción de majula es todo 
3439,The game probably has one of the best set of characters in the series Lucatiel Creighton and Pate are genuinely amazing but hafta be real with ya everything else ranges from really great to DEAR GOD WHAT IS THIS
3440,the conversations around this game have revolved into twisted form of mockery 
3441,That literally the worst Dark Souls but at the same time my favorite one 
3442,This is by far the hardest souls game for me fume knight killed me far too many times the story and atmosphere is similar to that of 1 good 
3443,Nota disso aqui na dlc pq eu sou burro
3444,While the gameplay can be bit stiff think the plateforming is really not the best aspect of the game there are few collisions problem still enjoyed playing this game enough to do multiple playthroughs n But more than gameplay what stood out for me is the lore and its inspirations the art direction and the beautiful pixel art also really like discovering every new gore finishing move animation haha n Really curious to see the sequel 
3445,que lore foda gameplay bonitinho mas namoral quase chorei de raiva por causa dos 2 ultimos boss do jogokkkkkkkkk que desgraça
3446,gg
3447,The bosses go extremely hard it unreal
3448,Quando criatividade estilo conseguem simplesmente carregar um jogo arte supera qualquer orçamento Blasphemous traz uma visão perturbadora dantesca de um mundo apocalíptico visceral governado por um deus misterioso tortuoso em infindável punição dos pecadores que habitam 
3449,sometimes it feels like big ask to tell people to play through this just to get to the best final fantasy content that probably ever been made but do think Realm Reborn is worth it by itself for the most part the base game is really solid MMORPG that respects the player time and allows you to slowly learn its systems in relatively safe environments the game slowly becomes one of the most elegant and incredibly fun combat systems ve ever experienced in game so even if it seems slow or simple early on most classes jobs increase in speed and complexity and the game gradually introduces concepts to you so you can effectively utilize its gameplay vocabulary
3450,DID YOU KNOW FINAL FANTASY XIV NOW HAS FREETRIAL WITH THE NEW HEAVENSWARD EXPA anyways really wish had friends to play this with me 
3451,A Realm Reborn is alright at the best of times and utterly painful at worst but it gets pass due to preceding some incredible stories that wouldn be the same without it 
3452,It turns out don enjoy how MMORPGs work Triple Triad is great though 
3453,TLDR ARR starts slow but gets good played and dropped this game the first time before the story got good which is shame but made the second time around 8 months later an even better experience would recommend anybody to play this game if they re willing to be patient when it comes to the story becoming interesting and if they have somebody to play this game with It not necessary and this game can honestly be played solo but you re missing out on lot if you re not interacting with anybody in an MMO loved it and can wait to start Heavensward when have the time to devote myself to it 
3454,Played the msq again on my alt char just for chill HW in the future
3455,Boa produção mas é um sufoco jogar este jogo
3456,The lastest game from San Barlow the creator of Her Story and Telling Lies comes another FMV game where the game part is less and less important It took me hours before felt understood the purpose of anything was doing in this game get m watching clips of story out of order but game like Her Story at least had it make sense and gave you goal from the start Here it aimless watching of three different movies out of order until you get the twist and then it just becomes mindless hunt 
3457,This was some crazy stuff 
3458,Three intriguing and well shot films expose little by little subplot that both sinister and fanatical It at the expense of being little repetitive going through and clicking things Beautifully acted and Sam Barlow and team continue to challenge the notion of what constitutes video game 
3459,Immortality conta história de Marissa Marcel Marissa estrelou 3 filmes porem nenhum deles chegou sequer n ser lançado Navegando por fragmentos perdidos de gravações dos filmes estrelados por Marissa Marcelo resta n ao jogador descobrir verdade entender que aconteceu com Marissa Marcel n Immortality possui uma gameplay completamente diferente do convencional jogo nos apresenta uma série de n clipes dos antigos filmes estrelados por Marissa nosso trabalho é analisar cada um dos clipes para descobrir n verdade por trás do desaparecimento da atriz história é complexa difícil de ser entendida primeiro n momento porem isso te instiga investigar descobrir os segredos escondidos nas gravações n Immortality é um jogo narrativamente muito bom porem difícil de ser entendido talvez não seja um jogo n para todos porem com certeza cumpre seu papel em instigar jogador descobrir uma verdade oculta 
3460,Sam Barlow has been inovating in interactive narratives in amazing ways for long time does not get enough credit think since Silent Hill Shattered Memories which is masterpiece in storytelling he has been introducing amazing ideas in new ways on how to tell story 
3461,Ive played 2 hours of this game and the amount of visual errors and pure laziness in series that thrives on environmental design is depressing 
3462,I ve never played game that can figure out what it wanted to be The whole story is mess Campaigns are split between Action Horror Fighting and Puzzles and unnecessary QTEs
3463,Garbage
3464,I mean it better in co op with friend so you can laugh through the insufferable repetitive wtf sections story was chill idk man it just eh chris best look tho 3
3465,my friend and played this game for about and hour then got pissed and quit completely
3466,I only really recommend it in co op but it a fun co op experience even with all the jank and poorly designed bits The shooting and combat mechanics are both top notch and really carry the game 
3467,Eu te amo muito Dante 
3468,CRUSH YOU GRAAAAAH 
3469,this is what im talking about capcom
3470,After the huge disappointment that 2 was this was ridiculously surprising with the quality was presented the story is good and gameplay mechanics like the combo sytem keep you completely immersed all the time you play it 
3471,A very fun game with great story and set of characters which you will not see until you beat the extremely hard first boss who is both figuratively and literally gatekeeping the entire game from people who don want to be challenged 
3472,Devil May Cry 3 é sem sombras de duvidas uma revolução na franquia DMC jogo veio com uma pegada muito mais única original do que seus antecessores trouxeram DMC3 não tem medo de mudar ele levou franquia para um lado mais cômico estiloso insano n Acredito que depois do fracasso que foi DMC2 Capcom não podia ter acertado mais com esse game pois tudo que vimos depois na franquia tem algum ponto de inspiração no DMC3 n Dante veio com uma pegada muito mais badass nesse game aumentando muito seus números de piadas lutas estilosas Isso deixou personagem muito mais único que nos games anteriores Isso sem falar de todo elenco de personagens que tem muito mais foco grandeza nesse capítulo da série JOGUEM DMC3 
3473,Amazing acting amazing story amazing art direction amazing ambience and world building The minute to minute gameplay is alright 
3474,I never really expected video game to have enough substance and care to make me pause and think about it during my day but this game has managed it HBO had the right idea in adapting it into series If video games were ignorable before this game and show has accomplished an astounding feat and feel changed now after getting to know both Joel and Ellie This game officially has special place in my heart 
3475,At first was skeptical Did the game and dlc need remake The answer is YES The improvements are delight for the eyes The gameplay is well refined and its fits now graphically perfectly with the sequel 
3476,still as good as ever
3477, Played before 2023 n For the full review just check my review of the n original n it is the same exact game basically with coat of paint Big issue though is the fact that there is no multiplayer which think they should ve ported over but get why they didn want to 
3478,Amazing game
3479,Rage inducing mechanical behemoth 
3480, Played before 2023 n Honestly don remember much from this game other than beating it and few other things Never got super frustrated but it had fun levels and cute artstyle Definitely not my type of gameplay though 
3481,Horible n 0
3482,Precision platforming perfection
3483,Mid 2000 stoner humor packed into an artificially difficult platformer apparently that what the indie world wanted back in 2010 because Super Meat Boy exploded in popularity 
3484,I was kinda disapoiinted with the difficulty as finished the full game on my first session with it But the game was fun and addicting enough to make me want to play the full story in one sitting so that shows how much fun the game really is 
3485,An iconic sci fi whole greater than the sum of its parts 
3486,Best story with amazing characters crushed with garbage ending 
3487,Grouped Saga as one Never played Legendary edition itself
3488,The game itself is worth 4 5 leaning on five Almost every single player DLC is in the this collection except Pinnacle Station though that isn a loss If you re ever so inclined you can restore it using mod 
3489,Mass effect 
3490,I had always heard good things about the Mass Effect series but never got to experience them until this was released love any type of game that lets me build and act out character as see fit and being able to take said character through three different games and let them flesh out is truly immersive experience enjoyed downright every second of this game yes even ME1 and would gladly recommend it to any RPG fan out there 
3491,i had to use guide for this game
3492,parece um jogo bem besta eu não tenho menor interesse em jogar isso mas arte é bonitinha
3493,this was puzzle game and Łukasz drew art for it wow 
3494,Dost Kayaoğlu nun da dediği gibi iyi 
3495,A great game and funny puzzle and the sexy girls make It much more likely n 7 4
3496,Fun one sitting game
3497,It was alright lol my first mainline pokemon game and had so much fun catching and exploring but the quality and graphics weren the best 
3498,bland pokemon game why do you all keep buying these games 
3499,they didn get to finish making this video game but it DOES have perrserker in it so worth guess
3500,It good for first time
3501,I think this game was masterpiece in the Pokemon series now am not one to notice awful graphics just can see it somehow The story music Pokemon designs are astounding in my opinion the only reason why this does not get 5 star rating from me is because Zacian and Dracofish absolutely broke the competitive scene 
3502,ya cute there are better pokemon games but think this was pretty fun
3503,I never played the original Crash Trilogy on the PSX but felt that this remakes were pretty amazing upgrades for people looking to experience the original Crash Bandicoot gameplay Some lovely track remixes as well Only struggle really had was Warped time trials and bonus stages 
3504,never played the original games but hoo boy it looks like missed out on some good shit
3505,Great revisit to PS1 classic that made part of my childhood 
3506,isth fweakin cwash bandicoot
3507,it was hard but fully completed them
3508,Faithful recreations with the right amount of artistic changes and added time trials to all three games makes this solid collection of some of the best precision platformers 
3509,Fucking love Tetris Timeless game 
3510,A great colorful port of the arcade classic featuring two game modes 
3511,Hard tetris game to go wrong with albeit not as iconic as the game boy version The type is your classic endless game of tetris and the type involves clearing certain amount of garbage blocks Plays by asshole tetris rules where blocks are pure random so you can get completely screwed by RNG My major gripe with this game is the controls Moving blocks left to right is very slow and it feels like the blocks rotate in way where keep accidentally misplacing them No hard drops either respect the people that play this competitively for learning how to master the controls because sure as hell had hard time Getting the ending of the game by clearing level 9 speed 5 height game is total crap shoot due to the RNG of what blocks you get and the arrangement of the garbage blocks so just stick to the game Not my favorite version of tetris but still does the job 
3512,HOOOOOLY FUUUUUCK
3513,Bem simples mas exige bastante estratégia sorte mesmo não curtindo muito seu gênero consigo me divertir um pouquinho vale pena jogar pelo valor histórico 
3514,https youtu be 80RtBeB61LE
3515,Corporate garbage
3516,i hate life
3517,consegue ser pior que lol
3518,abi kafamda manyak bir oyun fikri var biraz csgo biraz owerwatch biraz da bug n best espor game iste abi
3519,Just Not my sort of game Dont hate it though
3520,I wish they would stop making FPS games where moving your character while shooting gives them Parkinson 
3521,É meu game de plantaforma preferido ja zerei diversas vezes nunca deixa de ser divertido Pode ser jogado com até 4 pessoas 
3522,Better than most games that aren 3D Mario 
3523,Best Mario game have ever played This game is pure joy 
3524,My status 
3525,3D Land ma meglio Tornare usare più personaggi è una boccata aria fresca Il multiplayer è divertentissimo per quanto non sia studiato per questo il gioco Level Design stellare soddisfacente da completare Un po un peso completare tutti livelli con tutti personnaggi 
3526,when unlocked rosalina immediately played the entire game again as her
3527,Great gameplay and the pacing of the gunplay is far more restrained than the last row things which is really good However the story while entertaining as always thanks to excellent acting and character interaction is filled with plot holes and side plots that go nowhere which is why deducted the extra half start from the score Besides that it an on par if not slightly improved gameplay experience from n Among Thieves n 
3528,Awarded bonus half star for introducing Charlie Cutter
3529,Why all don like this one it great
3530,Remember when Greg Miller gave this 10 10 and everyone lost their minds That was laugh 
3531,LIXO
3532,God these games are so frustrating some times but damn they re good
3533,Ace Attorney at its best This one is more ace attorney but it puts so many spins on the formula that everything feels new 
3534,I liked this game but found Godot to be pretty annoying tbh
3535,kino based raw peak fiction etc etc 
3536,the ONLY game from the original trilogy that the fandom has the right opinion about
3537,FEY SUPREMACY
3538,Yeah this is without doubt the best of the original trilogy
3539,such an unique experience love it
3540,yume nikki love you
3541,Yume Nikki is one of those games often point to in conversation with fellow designers as shining example of how well video game can capture specific person experience These types of RPG Maker horror games usually get bad rap they are often cheap products made by inexperienced designers who believe that mashing teenage girl protagonists with horrific set pieces will instantly make work profound Yume Nikki does not deserve to be lumped in with the contemporaries Kikiyama the developer managed to extract clever narrative meaning within the bounds of RPG Maker limited toolset in way that left me genuinely floored This game is best approached completely blind so will refrain from saying any details but it has transformed the way approach experiential design even if the games want to make look nothing like this 
3542,Acho que para este tipo de jogo arte devia ser muito melhor ambiente é fixe mas nada demais é um bocado seca andar só por aí à procura de items atoa sem poderes interagir com praticamente nada opinião 
3543,looking at weird shit is fun and this has plenty more weird things going on than my boring ass dreams
3544,Yooooo Madotsuki be like me fr only sleeps and plays videogames 
3545,IT PAYNE AUHUHAHHHH
3546,Um TPS com um level design excelente história boa gameplay muito satisfatória pérola do PS2 
3547,Alright here we go My name is ChatGPT and ve seen my fair share of dark days But today m here to talk about game that hits close to home Max Payne 
3548,karım beni travmatize edecek
3549,Max Payne still rules At times it can be little difficult and repetitive but the bullet time campy plot and cinematic flair make it must play 
3550,Max Payne is such good game with some crippling problems that really date it The voice acting is top tier and James McCaffrey is the biggest reason for this success and is one of the best voice actors ever The gameplay is unqiue and so satisfying diving through the air as the world explodes around you and bullets whiz past you The depiction of New York as this grim snowy crime ridden land fits so well with the place and the cheesiness makes this so good But played this on the PC port and the game crippling issues with the difficulty slider got annoying really quick Walking through door and getting insta headshot three times and then the fourth time doing the same thing and not having it happen got annoying and supposedly there is major bug that makes it so the difficulty slider which is tied to the only difficulty you can play at the start is broken and doesn properly balance the game As well some aspects feel little too gamey in this serious tale with few levels sticking out like sore thumb the underground level feel enemy variety wasn really thing just the same enemy that got stronger and stronger But overall this is very good game with aspects that haven ever really been replicated as well which is shame We need more top tier slow mo shooters 
3551,ohhhhhhhhh maaaaaaaaaaaan
3552,NUNCA CONSEGUI PASSAR DA PRIMEIRA NOITE AAAAAAAAAA
3553,A Gameplay é solida divertida 
3554,This game ruined my life
3555,This is the scariest game ve ever played the jumpscares had me jumping in fear the freddy fazbear is so scary
3556,puta merda
3557,Near perfect sequel to DKC Music is fantastic the level themes of pirate ships and spooky forests are fun and the secret world is lots of fun 
3558,This sequel holds up but with the novelty gone it took solid level design to keep people interested and that game delivers 
3559,All time great If you could only play one Donkey Kong Country game of the trilogy this is the one The graphics are yet more refined from the previous entry and still hold up in shocking feat for early 3D CG the levels are even more fun now with less of the unfun types of levels from the previous game Barrel levels and the minecart levels are actually very fun here In addition the secrets in this game are more fun to go after with more substantial rewards plus the new level elements and animal buddies are cool to toy with n This is all without the major haymaker this game hits you with the n music n Man this is legit among the best Video Game soundtracks of all time It timeless and composer David Wise work here is at it master craft status The soundtrack graphics and level design all work in symphony to craft this masterpiece of platformer 
3560,I won mince my words here the last month has been bit underwhelming Don get me wrong there have been some solid titles that finally got to finish and everything been interesting enough to where still wrote about it but nothing quite blown my mind recently Flywrench might have set the bar bit too high for better or for worse So it looks like it time for another nostalgia reset what better way to get myself back in gear than to go back to the source Consider this write up follow up to my original n Donkey Kong Country n piece since think ve fleshed out obstacle escalation theory ton by this point ll focus more on differences between the two games this time around 
3561,This is as close to perfection you can get for 2D platformer It oozes atmosphere while having varied themes and locations And the game rewards those who goes the extra mile to nab all the secrets with extra levels Casually or completionist doesn matter there a great and challenging game in store for you 
3562,real gamers completed this on zsnes
3563,Recomendado el pack completo 
3564,Quase perfeito 
3565,The Ultimate 2D platform game with epic musics n Each time you play it you beat every level faster Some says Sonic games are only based on speed do not agree Speed is the true reward from mastering this game 
3566,this one was pretty good actually maybe like two courses didnt like but damn enjoyable
3567,que delicia
3568,This will always be the best classic Sonic game 
3569,A product of the time but the tank controls work perfectly with the fixed camera angles and the game is designed well around this fact The design translates to tension in gameplay and item management is so fun and challenging Always fun to speedrun 
3570,i ve played some of these games so many times now that m starting to lean into challenge runs with varying severities of brainworms involved 
3571, Played before 2023 n Man this is SUCH good game with so much replayability It is short and sweet but you can experience this in new ways multiple times not only with the different characters but also the Scenarios It really focused on making the first game but better and you can tell the huge budge increase and the restart in development helped it get to this point think from all the classic RE games this one is my favorite with 1make being close second 
3572,I admit it the upgraded shotgun SFX makes me cum violently
3573,A definitive improvement over the original Controls are tighter inventory is better weapons are cooler enemies are more varied and the story and presentation have taken step up The map is also less cumbersome to backtrack through compared to the RE1 mansion but will admit it loses bit of the atmosphere Still good game 
3574,By far the best version of the 2nd game Unlike the Remake the original does not lack in consistency character interactions ambience and soundtrack The Remake simply ruins everything about the story and characters to just appeal those who only care about gameplay and graphics 
3575,I LOVEEEEEEEEE MURAMASA MY SPIDER WIFE
3576,Eu tenho fé no meu mal 
3577,Dark elf footjob
3578,Never thought d play VN where the true end is the worst one but this is it genuinely different VN that reads like the author unfiltered ideas and some land and others don When it hits it n really n hits but when it doesn it kinda falls flat No regrets spending my time with it but can recommend it to everyone Hero route is pure kino 
3579,https cdn discordapp com attachments 1055573134343933974 1078081835734667274 murmur jpg
3580,Boy do love listening to the same three terrible soundtracks for hundreds of hours 
3581,best story themes out of any horror game ive played has great environment design and can be very scary when it wants to an impressive horror game from production standpoint and one that will likely revisit every several years only significant issue is the gameplay itself being just okay compared to some of frictional other titles its mostly walking simulator with few things to interact with nor is there any resource management like in amnesia also the monsters are great but wish there were more of them
3582,A sinopse que fala que é dos mesmos criadores de Amnesia passa mensagem errada sobre jogo por mais que ainda seja um jogo de horror ele não tem mais nenhum elemento de survival seu foco é em sua história jogo não tem jumpscares ou coisa do tipo é extremamente atmosférico é nela na historia que você desvenda ao longo do jogo que está verdadeiro horror do jogo Em questão de gameplay jogo é dividido entre seções onde você resolve puzzles que geralmente não são tão complicados também algumas seções em que você tem encontro com inimigos deve tentar utilizar as mecânicas do jogo para avançar jogo não tem combate ou você se esconde ou você corre Se você gosta de um jogo com uma história bem feita ou com uma atmosfera bem imersiva recomendo Em questão de jogo de sustinho pode ser que não seja jogo ideal pra você 
3583,Makes you think what defines oneself 
3584,Boring gameplay interesting ideas
3585,the first half was so good but after that the gameplay turn into this repetitive garbage after you arrived at theta the girl just order you running around doing dull IT works
3586,This is the only walking sim that had actually impacted me in any shape or form Where games like Edith Finch squander for me SOMA excels in every possible regard The story that tied to philosophical questions that have been explored many times before was still immensely engaging and leaves you with an amazing ending that with any form of attention paid could ve been seen coming but STILL hits as hard as it could 
3587,Acredito que esse talvez seja melhor roguelike já lançado mesmo tendo sido um dos primeiros nesse estilo até hoje é um dos melhores que eu já joguei n único erro é só poder colocar mods com dlc não lembro qual era n Caso você queira um jogo pra você conseguir jogar pra sempre definitivamente esse jogo é uma ótima escolha ainda mais se você for tentar fazer tudo que tem 
3588,the gold standard roguelite 1 point deduction for just how incredibly tedious lot of the unlocks are but still did most of it 3 times anyway
3589,this used to be my favorite game of all time now think it is pretty good
3590,Don be greedy For greedy person is idolater worshipping the things of this world Because of these sins let the Curse of the Maze be upon thee 
3591,Really fun game love rougelikes
3592,perfect roguelike keeps you motivated to try again and again with its fair difficulty and rewarding exploration it was blast to keep getting better and better at every run by understanding the enemies movement and patterns thought the items could be more explained but supposed it part of the experience for you to also learn how they work and what they do
3593,Really good and really short Better than Dark Moon 
3594,The game is really atmospheric for nintendo horror game Mechanically the game is just satisfying to play appreicate the rumble when you use the vacuum and things like that The game felt like it was missing something and 
3595,ot sure if that was better puzzles more e
3596,ies or busier world but it a fun ga
3597,o casually play Af
3598,2 this felt like way bette
3599,nderstanding of the original n It still has some of that art style did not care for in 2 And it still kinda feels segmented like they were afraid of the player getting bored of exploring hotel B
3600,verall big impr
3601,m
3602, I
3603,lso h
3604,ome very impre
3605,ve v
3606,als for the switch Might be the best looking game on the system on technical level M
3607,like t
3608,revious entry lacks the charm of the original game The core game
3609,y of sucking up ghosts is dull despite the new sl
3610,echanic The ga
3611,nly shines in the G
3612,g
3613,uzzles Des
3614,e graphical fideli
3615,it has horrid UI and boring sound design The bosses are very tedious and unmemorable The final boss felt like culmination of all the worst boss battle tropes in videogames wish NLG would stop making Luigi Mansion games 
3616,Oozes charm and atmosphere but the abstract puzzle solutions and tedious gold grinding makes it not live up to the first in the series
3617,Eu não esperava tanta qualidade de um jogo da Nintendo Luigi 
3618,ansion 3 recebeu mesmo nivel de cuidado que
3619,rio Odyssey outros gr
3620,es titulos
3621,Switch Admir
3622,té que pouc
3623,ente fale quanto esse jo
3624,bom cheio de personalidade Uma das melhores surpresas do console
3625,they sed was smart DDDDD
3626,the true katamari damacy experience is playing the PS2 version on really shitty CRT but this is also good guess
3627,In case there was any doubt It peak 
3628,ka ta mari
3629,I replay this game probably every 3 4 months Just plain old good time 
3630,The perfect video game arguably the most video game of all time The prime example of how large story is not always needed when the gameplay and soundtrack are with the stars 
3631,literally best game ever love mario kart n played this all the time on my 3DS 
3632,it had fucking bee
3633,I racked up 80 hours in this one despite it having no bikes really shitty roster and bland tracks was also middle schooler 
3634,I forgot about this one
3635,Mario Kart 7 is game that have such fond memories of Playing the courses with friends at camp using download play really was an experience you couldn get anywhere else Looking past my nostalgia the tracks are gorgeous Wuhu Loop Maka Wuhu Daisy Cruiser and Neo Bowser City are some of my personal favorites There isn really reason to go back and play it now due to the existance of Mario Kart 8 Deluxe but still love this game
3636,Kind of bland safe mario kart game didn really play this much with friends as when it came out not lot of other people had 3DSes and didn play this much online ve been meaning to get people around to play this with as do remember it having good selection of retro tracks but nobody seems to have their 3DSes around with them anymore these days 
3637,Played this lots and used to listen to Rizzle Kicks as did 
3638,eu te amo castle crashers
3639,Click heavy game my fingers hurt from playing got entertainment from it as kid but can enjoy it due to fairly repetitive combat and unsatisfying controls 
3640,fun gaem friend
3641,Fun beat em up co op game definitely need friends to really enjoy though 
3642,I Will choose the blue one guys Amazing game but when you play alone It boring n 8 7
3643,muito bom quase perfeito mas dificuldade sozinha te faz querer não recomendar para ninguém
3644,slubcat lov scugcat sbucat love this lttile fellow
3645,My favorite part about this buddhist suffering simulator where you play as helpless prey animal Eliminating the indigenous populace by way of guerilla warfare with high explosives of course 
3646,A cat that needs to survive hostile world that visually reminded me of something like Out of this World or other cinematic platformers from the 90s but very different one fundamentally to them it a world that was once obsessed with trascendence and technological advancement to the point the population destroyed itself with robot that after everything was no more still fed his ego with new creations to the point he lost his mind even if he never means to have caused harm 
3647,I don know why but it is so frustrating to die in this game Yes know skill issue 
3648,A game that feels like it wasn meant to be played by humans It took me full 20 hours of not getting it for the game to finally click 
3649,Above average mini games and decent boards makes this the best Mario party since the N64 GameCube ones 
3650,Good
3651,An extremely fun party game which combines mini games and other elements from parties past If only it had more boards 
3652,Bem poucos mapas comparado com outros jogos da série poucas opções de customização Porém presença de vários minigames de múltiplos consoles acaba tornando as partidas bem variadas divertidas 
3653,One of the best MP Games but was it so hard to add couple more boards 
3654,Embrace the hatred your scorn your spite the negative emotions You know you enjoy it 
3655,Lo mejor que saco rockstar para ps2 el SA le gana igual en gigantesa post game pero en mecanicas no n Me gusta que podes besar hombres porque es mas inmersivo yo lo hacia en secundaria 
3656,very special to me
3657,We will never get sequel or follow up to this game That makes me very sad 
3658,esse jogo tem um swag consideravelmente maior do que todos os gtas já lançados
3659,De lo mejor de Rockstar
3660,Um dos maiores sucessos da Rockstar aqui jogo é bem divertido ambiente escolar de cidade pequena é muito bem construído a vibe dos anos 50 nos tempos modernos se encaixa muito bem no jogo Um dos jogos escolares de mundo aberto mais exclusivos do mercado Um deve jogar definitivamente 
3661,Lil moustache man what you doing in that go kart 
3662,Took what started with Super Mario Kart and ran with it Really solid racing game 
3663,not the best mario kart but this was the first game ever played
3664,O melhor game do Mário no estilo arcade 
3665,This mario kart favors comedy over balance Drifting has learning curve and can be overused like in the other mario kart games and the AI and item balance can be ruthless Some courses are designed rather maliciously and in the multiplayer mode random bombs litter the tracks for no reason You think all of that would combine to make very frustrating and not fun mario kart game but honestly the opposite is true It honestly fun to just get absolutely destroyed because the game didn like you that round in cathartic sense There no music that plays when more than 2 people are in splitscreen though which makes the game kinda feel empty ngl just play some of your own music over it instead guess think in chaotic party game terms this is the best kart racer 
3666,Foi jogo responsável por dar um boom na franquia Mario Kart além dos controles terem melhorado MUITO em relação ao primeiro
3667,The first Octopath game was 10 10 for me but man they went and improve on everything with this game enjoyed every second of it so much definitely my GOTY for 2023 so far and think it will be really hard for others games to steal the spot
3668,There isn much to say here that hasn been said but regardless Octopath Traveler II is one of my new favorite turn based JRPGs 
3669,OCTOPATH TRAVELER II is one of the greatest JRPGs of all time 
3670,I remember barely anything about the first Octopath Traveler so some things praise or complain about here might just be holdovers 
3671,truly the game of all time 
3672,Yeah this game is great it improves on the original in almost every conceivable way The writing is better the gameplay has more QOL features and is faster and smoother the world is more interesting to explore there a better overarching story that surprisingly emotional by the end amongst other things 
3673,fuck prose all my homies hate flowery boring prose 
3674,wow that was very effectively crafted nightmare
3675,I liked lot of what this game was There were some fun and zany secrets that found and probably some that didn It a point and click game so that was the primary gameplay There were some random feeling minigames but they were fine The narrative is where it at with this game and thought it was good loved the setting being in Louisiana The art was very creepy and moody 
3676,A southern gothic science fiction adventure game taking place as the protagonist Kay returns to her hometown in post Civil War US amid worldwide catastrophes in order to find her brother after your mothers death from cancer New Orleans is an industrial dystopia overseen by the Shield Chemical corporation stand in for Shell Oil that is in the real life area and as you explore more you learn about mysterious client your mother was working for and the different people that had taken an interest in her The lead occasionally shifts to the recent past where you play as Kay mother Norco has little focus on traditional adventure puzzle solving where you mostly find and combine items and instead will often give you multiple ways to handle problem minor turn based QTE and memory based combat text adventure scenes driving boat in swamp set in an alligator hand puppet poetry While Disco Elysium and Kentucky Route Zero dabbled in some similar themes and dealt with stranger and magical elements of an otherwise often serious and more realistic setting Norco goes further into the strange and leaves with much less concretely answered 
3677,Dói me muito falar mal desse jogo Até porque gostei dele no geral É um jogo tão diferente do que estamos acostumados Um realismo fantástico bem pessoal com arte impecável n Talvez meu maior problema com Norco seja exatamente este Ele é pessoal demais Lendo declarações do criador vi que ele mora na cidade que inspirou Norco vivia perto de uma usina de extração de óleo da Shell Local onde chegou ter explosão Ele falava de como cresceu vendo aquele dragão de fogo saindo da chaminé Sinto que ele não conseguiu passar isso tão bem com jogo É algo pessoal demais Tem seu valor por isso mas ainda assim comunicação não foi tão eficaz n Ademais ter escutado antes de jogar que se tratava de um jogo de esquerda termo meio bobo fez eu ver quão batida era essa tecla Eu até ria de como em todo lugar tinha alguém falando mal de uma empresa de aplicativo sendo explorado por esquemas sofrendo com poluição empresarial Sei que isso acontece na vida real mas como é um jogo point click colocar npcs para falarem essas coisas deixa narrativa viciada repetitiva 
3678,Pretty fantastic art direction and world building and genuinely funny dialogue for video game The basic ending is extremely unsatisfying wish it didn 
3679,ide t
3680,ood endin
3681,ehind an o
3682,ure puzzle that is so easy to miss After so mu
3683,reat build up leadin
3684,nto the home stretch was left want
3685,so much more but not in the mystery that sparks your ima
3686,atio
3687,ay or the cool setup to possible sequel 
3688,y 
3689,dated gameplay but still great atmosphere 
3690,love everything about this besides actually playing it unfortunately
3691,The Absolute peak of survival horror as far as gameplay is concerned Every single ressource counts whether you kill enemies or not matters what route you take matters all the while giving you plenty of freedom to do things in the order that you want While also having an insane amount of replay value 
3692,more REmake 4 prep 
3693,Unequivocally one of the best games of all time Don really know what else to say that hasn already been said it a bonafide masterpiece 
3694,I pooped little 
3695,A solid game that has length issues 
3696,Assassin Creed Odyssey game that taken me two years to complete believe started playing this right after Origins which finished in 2020 at some point game that ve actually beaten n twice n because once finished my first playthrough completionist run also known as n mistake n realized that remembered nothing of the story so replayed the game n again n this time as Kassandra two birds with one stone right and played through the story just so could see if the story was actually bad game that have unfortunately spent over 200 hours in and will be spending more time in as still have the expansions to complete and the rest of the achievements for those to complete What do think of it after all this time After about two and half years of playing after playing the game twice because the story was just that uneventful for me 
3697,I wonder why waited so long to play this game Greece during the Peloponnesian War was dream setting for an Assassin Creed game that had been asking for back when was big fan of the series probably don have to think too hard as to why it took me so long since had heard lot of negative things about the game which now realise was from lot of AC fans feeling spurned by the new direction Despite enjoying Origins wasn chomping at the bit to play an iterative sequel So yes that why waited so long but m glad ve played it now since adore it Origins was mostly an action adventure game with some RPG mechanics which incidentally describes most games these days Ultimately the RPG side of the game wasn particularly substantial while it watered down the fun stealth action and parkour from earlier entries in the series n Assassin Creed Odyssey is absolutely an RPG though It very wholeheartedly embraces the genre 
3698,quando joguei fiquei viciado louco obcecado doido n trilha principal desse jogo pqp em Ubisoft dei um beijo bem molhado na Ubi Que música boa slk 
3699,Eu não sei pq um dia zerei isso mas foi bom 
3700,UMA MERDA KKKKKKKKKKKKK
3701,mentally coding myself into beautiful symbolic countryside rn
3702,It art
3703,just as annoying as bastion but now hates women
